CVE,V_CLASSIFICATION,VULNERABILITY_URL,P_COMMIT,FilePath,BeginLine,EndLine,Patched,Occurrence,Affected
CVE-2012-6656,>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=14134,6e230d11837f3ae7b375ea69d7905f0d18eb79e5,stdio-common/tst-sscanf.c,\N,\N,1,after,0
CVE-2014-5119,>Execute code<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=17187,a1a6a401ab0a3c9f15fb7eaebbdcee24192254e8,sysdeps/posix/getaddrinfo.c,\N,\N,1,after,0
CVE-2005-3590,>Overflow<,https://sourceware.org/bugzilla/show_bug.cgi?id=661,6c215a8d6c972ca3324107109c393f21e782fb10,stdio-common/tst-sscanf.c,\N,\N,1,after,0
CVE-2015-5277,>Overflow<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=17079,90fa42a1d7b78de0d75f7e3af362275b2abe807f,locale/programs/locale.c,\N,\N,1,after,0
CVE-2015-5277,>Overflow<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=17079,90fa42a1d7b78de0d75f7e3af362275b2abe807f,locale/programs/locale.c,\N,\N,1,after,0
CVE-2006-7254,>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=2498,9388dcbb84dd616b20823ac46c8630b8c2845a82,resolv/nss_dns/dns-host.c,\N,\N,1,after,0
CVE-2005-3590,>Overflow<,https://sourceware.org/bugzilla/show_bug.cgi?id=661,edac424073092fda118fb8514ad524d3a66a9ae6,nss/nss_files/files-XXX.c,\N,\N,1,after,0
CVE-2015-8982,>Overflow<>Execute code<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=16009,0f9e585480edcdf1e30dc3d79e24b84aeee516fa,stdlib/strtod_l.c,\N,\N,1,after,0
CVE-2013-4332,>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=15856,55e17aadc1ef17a1df9626fb0e9fba290ece3331,locale/findlocale.c,\N,\N,1,after,0
CVE-2013-4332,>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=15856,55e17aadc1ef17a1df9626fb0e9fba290ece3331,locale/findlocale.c,\N,\N,1,after,0
CVE-2015-7547,>Overflow<>Execute code<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=18665,b66d837bb5398795c6b0f651bd5a5d66091d8577,stdlib/strfmon_l.c,\N,\N,1,after,0
CVE-2013-4332,>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=15856,1159a193696ad48ec86e5895f6dee3e539619c0e,posix/tst-spawn.c,\N,\N,1,after,0
CVE-2013-4332,>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=15856,1159a193696ad48ec86e5895f6dee3e539619c0e,posix/spawn_faction_addopen.c,\N,\N,1,after,0
CVE-2016-5417,>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=19257,5e7fdabd7df1fc6c56d104e61390bf5a6b526c38,time/tzfile.c,\N,\N,1,after,0
CVE-2012-3480,>Overflow<>Execute code<>Denial of service<,http://sourceware.org/bugzilla/show_bug.cgi?id=14459,d6e70f4368533224e66d10b7f2126b899a3fd5e4,posix/wordexp-test.c,\N,\N,1,after,0
CVE-2012-3480,>Overflow<>Execute code<>Denial of service<,http://sourceware.org/bugzilla/show_bug.cgi?id=14459,d6e70f4368533224e66d10b7f2126b899a3fd5e4,posix/wordexp-test.c,\N,\N,1,after,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,grp/initgroups.c,140,170,0,before,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,grp/initgroups.c,172,220,0,before,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,intl/dcigettext.c,1130,1138,0,before,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,intl/dcigettext.c,\N,\N,2,after,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,intl/dcigettext.c,\N,\N,2,after,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,grp/initgroups.c,142,172,0,after,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,intl/dcigettext.c,\N,\N,2,after,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,grp/initgroups.c,\N,\N,2,after,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,intl/dcigettext.c,\N,\N,2,after,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,intl/dcigettext.c,\N,\N,2,after,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,intl/dcigettext.c,\N,\N,2,after,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,grp/initgroups.c,174,222,0,after,0
CVE-2016-3706,>Overflow<>Input validation<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=20010,4ab2ab03d4351914ee53248dc5aef4a8c88ff8b9,intl/dcigettext.c,1132,1140,0,after,0
CVE-2016-1234,>Overflow<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=19779,5171f3079f2cc53e0548fc4967361f4d1ce9d7ea,nscd/connections.c,1811,1848,0,before,0
CVE-2016-1234,>Overflow<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=19779,5171f3079f2cc53e0548fc4967361f4d1ce9d7ea,nscd/connections.c,249,295,0,before,0
CVE-2016-1234,>Overflow<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=19779,5171f3079f2cc53e0548fc4967361f4d1ce9d7ea,nscd/connections.c,805,809,0,before,0
CVE-2016-1234,>Overflow<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=19779,5171f3079f2cc53e0548fc4967361f4d1ce9d7ea,nscd/connections.c,1460,1507,0,before,0
CVE-2016-1234,>Overflow<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=19779,5171f3079f2cc53e0548fc4967361f4d1ce9d7ea,nscd/connections.c,1853,1875,0,before,0
CVE-2016-1234,>Overflow<>Denial of service<,https://sourceware.org/bugzilla/show_bug.cgi?id=19779,5171f3079f2cc53e0548fc4967361f4d1ce9d7ea,nscd/connections.c,882,1107,0,before,0
